customer_id,gender,age,income,relation_length,contract_length,start_channel,email_list,home_age,home_label,electricity_usage,gas_usage,province,churn
3630,0,37,3477.0,84,0,Online,1,86,G,1896.0,1408.0,Limburg,1
3631,1,52,5172.0,83,34,Online,1,27,G,2318.0,2566.0,Flevoland,1
3632,0,40,8339.0,102,7,Online,0,40,E,2081.0,1219.0,Zuid-Holland,0
3633,0,37,4508.0,15,0,Phone,0,24,C,1483.0,1403.0,Noord-Holland,1
3634,0,64,6698.0,47,0,Online,1,10,G,3138.0,2117.0,Zuid-Holland,1
3635,1,66,5994.0,1,5,Online,1,64,C,2724.0,831.0,Zuid-Holland,1
3636,0,59,2456.0,88,3,Online,1,67,C,2630.0,1258.0,Utrecht,1
3637,0,60,4263.0,61,5,Online,1,97,G,2614.0,2625.0,Noord-Holland,0
3638,1,62,4750.0,37,8,Online,0,59,E,2520.0,219.0,Gelderland,0
3639,1,54,11502.0,74,0,Online,1,56,G,2649.0,1970.0,Groningen,0
3640,1,22,3503.0,12,0,Online,1,18,C,2868.0,1400.0,Limburg,1
3641,1,56,6488.0,54,6,Online,1,93,B,1982.0,1057.0,Friesland,0
3642,1,42,2027.0,51,0,Phone,1,75,F,3054.0,2342.0,Limburg,1
3643,0,41,3786.0,35,26,Phone,0,28,F,2724.0,1284.0,Zuid-Holland,1
3644,1,54,3440.0,46,11,Online,1,50,G,2826.0,828.0,Overijssel,0
3645,0,55,2960.0,147,11,Online,1,26,B,2462.0,1056.0,Utrecht,0
3646,0,55,6428.0,19,0,Online,0,1,B,2234.0,630.0,Utrecht,1
3647,1,28,2166.0,22,14,Phone,0,44,E,2248.0,1628.0,Limburg,0
3648,0,49,6395.0,1,23,Online,1,32,E,2180.0,1442.0,Zuid-Holland,1
3649,0,56,8492.0,2,0,Online,1,24,F,2371.0,1514.0,Noord-Brabant,1
3650,0,58,5937.0,30,0,Online,1,47,G,2046.0,1611.0,Friesland,0
3651,0,30,13971.0,48,15,Online,1,5,A,1361.0,516.0,Noord-Brabant,0
3652,1,96,6233.0,66,1,Phone,0,20,D,2268.0,1423.0,Noord-Holland,0
3653,1,41,6371.0,8,12,Phone,0,98,E,1577.0,1071.0,Zuid-Holland,0
3654,1,44,1673.0,26,0,Online,0,78,D,2746.0,1416.0,Zuid-Holland,1
3655,0,39,2456.0,10,30,Online,1,30,E,1994.0,1562.0,Zeeland,1
3656,1,46,5038.0,32,0,Online,1,32,D,1914.0,1289.0,Utrecht,1
3657,1,70,9828.0,43,0,Phone,1,3,A,2460.0,0.0,Overijssel,0
3658,1,32,1101.0,38,34,Online,1,32,C,2017.0,1300.0,Zuid-Holland,1
3659,1,39,1757.0,72,0,Phone,1,10,F,2153.0,977.0,Noord-Brabant,1
3660,0,49,3064.0,13,19,Online,1,1,A,1854.0,0.0,Noord-Brabant,0
3661,1,55,5063.0,22,13,Online,1,79,G,2170.0,787.0,Zuid-Holland,1
3662,0,49,9995.0,47,2,Online,1,7,A,1846.0,0.0,Flevoland,0
3663,1,39,16295.0,86,0,Online,1,31,D,2998.0,1187.0,Overijssel,1
3664,1,37,5167.0,4,3,Online,1,3,A,1924.0,844.0,Noord-Holland,1
3665,0,44,6842.0,7,21,Online,1,76,E,2659.0,1941.0,Zuid-Holland,1
3666,0,40,7383.0,88,3,Phone,0,14,C,1476.0,1919.0,Noord-Holland,0
3667,1,39,8876.0,55,6,Online,1,37,D,1858.0,1618.0,Zuid-Holland,0
3668,1,64,5013.0,108,0,Online,1,22,D,1736.0,1886.0,Utrecht,1
3669,1,66,2308.0,55,2,Online,1,47,E,2695.0,1263.0,Noord-Holland,0
3670,0,27,5041.0,41,0,Online,1,40,E,2780.0,1165.0,Limburg,1
3671,1,45,2549.0,18,33,Online,1,25,D,3453.0,1381.0,Utrecht,1
3672,1,49,4995.0,88,7,Phone,0,13,G,2335.0,1461.0,Zuid-Holland,0
3673,1,33,5660.0,61,0,Online,1,5,B,2190.0,821.0,Noord-Brabant,1
3674,0,51,3325.0,34,19,Online,1,25,D,2359.0,1298.0,Gelderland,1
3675,1,35,4989.0,6,23,Online,1,42,F,2866.0,1653.0,Noord-Brabant,1
3676,0,47,3233.0,10,0,Online,1,9,A,1339.0,705.0,Gelderland,0
3677,1,34,906.0,7,0,Online,1,49,F,2560.0,1743.0,Zuid-Holland,1
3678,1,45,10724.0,115,0,Online,1,48,G,3084.0,1637.0,Zuid-Holland,1
3679,0,53,10649.0,116,0,Online,0,18,D,2796.0,1581.0,Noord-Holland,1
3680,0,52,8420.0,81,3,Phone,0,196,G,2199.0,774.0,Noord-Holland,0
3681,0,63,2637.0,11,0,Online,1,39,B,2343.0,1197.0,Noord-Holland,1
3682,0,42,4043.0,21,0,Online,1,26,C,1572.0,1064.0,Zuid-Holland,1
3683,0,26,2622.0,5,29,Online,1,86,G,2058.0,2043.0,Overijssel,0
3684,0,44,7096.0,110,0,Online,1,16,G,3262.0,1467.0,Noord-Brabant,0
3685,0,56,8121.0,8,5,Online,0,33,D,1794.0,1371.0,Noord-Brabant,0
3686,1,45,3736.0,25,0,Online,1,44,E,1893.0,1680.0,Zuid-Holland,1
3687,1,31,3199.0,13,0,Online,1,32,B,1817.0,653.0,Limburg,0
3688,0,37,4555.0,24,0,Phone,0,8,C,2817.0,538.0,Noord-Holland,1
3689,0,66,2807.0,156,35,Online,1,39,D,2137.0,1584.0,Overijssel,0
3690,0,45,5096.0,35,19,Online,1,36,D,2165.0,1482.0,Noord-Holland,0
3691,1,76,4228.0,5,0,Phone,1,37,C,2601.0,1531.0,Noord-Brabant,1
3692,0,66,6020.0,50,20,Online,1,12,C,2274.0,1393.0,Zuid-Holland,0
3693,0,34,2349.0,3,0,Online,1,28,F,2890.0,1255.0,Utrecht,1
3694,0,68,3145.0,20,17,Online,1,30,B,1800.0,750.0,Gelderland,0
3695,0,51,1534.0,132,10,Online,1,79,D,2902.0,1294.0,Noord-Brabant,1
3696,0,48,2053.0,120,24,Online,1,88,E,2802.0,1730.0,Zuid-Holland,1
3697,0,67,2577.0,4,7,Online,1,10,D,2198.0,637.0,Gelderland,0
3698,1,39,4300.0,10,7,Online,1,23,G,2887.0,821.0,Flevoland,0
3699,1,54,10037.0,91,25,Online,1,24,G,2749.0,2244.0,Noord-Brabant,1
3700,1,50,1409.0,24,30,Online,1,11,D,2273.0,1438.0,Noord-Holland,1
3701,1,45,1965.0,22,31,Online,1,8,A,2235.0,792.0,Noord-Brabant,1
3702,1,59,3145.0,65,8,Online,0,9,A,2936.0,403.0,Gelderland,0
3703,1,25,4996.0,28,0,Online,1,128,C,1962.0,1054.0,Noord-Brabant,1
3704,0,34,1829.0,44,26,Phone,0,43,E,2137.0,1116.0,Noord-Holland,0
3705,1,32,5251.0,34,19,Online,1,37,B,1817.0,534.0,Overijssel,0
3706,0,52,5780.0,9,0,Online,1,45,F,3178.0,1741.0,Utrecht,1
3707,1,77,1376.0,149,4,Phone,1,3,B,2167.0,664.0,Utrecht,0
3708,0,40,9100.0,26,0,Online,1,20,D,2861.0,1025.0,Overijssel,1
3709,1,44,4363.0,90,5,Online,1,57,C,2213.0,936.0,Noord-Brabant,0
3710,0,59,4023.0,73,8,Online,1,43,D,4220.0,1124.0,Noord-Brabant,1
3711,0,71,2839.0,114,0,Phone,0,8,B,2407.0,803.0,Noord-Holland,1
3712,1,34,3314.0,67,9,Phone,0,29,C,1941.0,1005.0,Overijssel,0
3713,0,39,10614.0,69,3,Online,1,35,E,3333.0,864.0,Noord-Holland,0
3714,0,46,8273.0,22,3,Online,1,15,F,1932.0,1823.0,Zuid-Holland,0
3715,0,69,4109.0,33,0,Online,1,34,D,2110.0,1202.0,Flevoland,1
3716,0,66,5559.0,92,10,Online,1,5,B,1978.0,864.0,Zuid-Holland,0
3717,0,49,9646.0,31,11,Online,1,22,E,3775.0,1738.0,Overijssel,1
3718,0,47,10909.0,116,23,Online,1,62,B,1986.0,1061.0,Gelderland,0
3719,1,53,4324.0,62,14,Online,1,10,D,1936.0,1287.0,Zeeland,1
3720,0,31,2313.0,61,22,Online,1,48,C,1852.0,1056.0,Zuid-Holland,0
3721,0,41,3060.0,104,0,Online,0,19,G,1847.0,978.0,Noord-Holland,1
3722,1,37,9178.0,84,32,Online,1,25,E,2744.0,1254.0,Zeeland,0
3723,0,38,2134.0,67,2,Online,1,11,C,1873.0,1319.0,Flevoland,0
3724,0,54,2566.0,107,7,Online,1,90,C,1889.0,1176.0,Utrecht,0
3725,0,40,4099.0,27,0,Online,1,26,G,3281.0,1936.0,Noord-Brabant,1
3726,1,32,1448.0,16,9,Online,0,24,G,2095.0,1988.0,Noord-Brabant,1
3727,1,59,2302.0,15,0,Online,1,44,B,3197.0,676.0,Zuid-Holland,0
3728,0,36,4157.0,6,35,Online,1,13,B,1500.0,1083.0,Gelderland,0
3729,1,72,2492.0,5,6,Online,1,26,G,1860.0,2094.0,Friesland,1
3730,0,40,3413.0,28,18,Online,1,45,C,1761.0,1154.0,Noord-Holland,0
3731,0,49,7129.0,29,11,Online,1,106,C,1555.0,957.0,Overijssel,0
3732,0,52,3793.0,36,0,Online,1,26,C,2690.0,1488.0,Noord-Brabant,1
3733,1,33,4583.0,71,34,Online,1,11,D,1843.0,1393.0,Flevoland,1
3734,0,42,5650.0,110,0,Online,1,42,B,2142.0,1015.0,Friesland,0
3735,0,52,3327.0,49,0,Phone,1,32,C,2315.0,828.0,Gelderland,0
3736,1,43,10110.0,19,3,Online,1,138,G,2711.0,2598.0,Zuid-Holland,1
3737,0,33,3658.0,15,9,Online,1,35,G,2454.0,2149.0,Zuid-Holland,1
3738,0,43,3192.0,20,0,Phone,0,1,A,2286.0,0.0,Gelderland,0
3739,0,41,5169.0,28,8,Online,1,25,D,3163.0,2128.0,Noord-Holland,1
3740,0,27,3384.0,31,29,Online,1,26,G,3012.0,502.0,Zuid-Holland,1
3741,0,40,11887.0,60,9,Online,0,111,E,2059.0,1210.0,Limburg,0
3742,0,57,3932.0,51,3,Online,1,84,G,2623.0,1263.0,Noord-Holland,1
3743,1,50,5380.0,44,13,Online,1,21,E,2122.0,543.0,Zuid-Holland,0
3744,1,61,8019.0,62,4,Online,1,40,E,2775.0,736.0,Friesland,0
3745,1,55,2492.0,127,14,Online,1,25,C,2006.0,1293.0,Gelderland,0
3746,0,46,2789.0,74,0,Online,1,91,C,1919.0,903.0,Noord-Holland,0
3747,0,63,7060.0,39,0,Online,1,55,E,2489.0,1969.0,Utrecht,1
3748,0,41,5459.0,14,9,Online,0,32,E,2057.0,2273.0,Limburg,1
3749,0,43,4243.0,0,0,Online,0,34,B,1394.0,934.0,Groningen,1
3750,1,45,2624.0,58,0,Online,1,40,G,2379.0,1195.0,Utrecht,1
3751,1,39,1702.0,5,4,Phone,0,6,B,1890.0,620.0,Utrecht,0
3752,0,30,4194.0,29,0,Online,1,32,G,2355.0,1277.0,Noord-Holland,1
3753,1,48,4446.0,66,29,Online,1,31,B,1870.0,246.0,Noord-Brabant,0
3754,1,39,5948.0,8,12,Online,0,9,B,1442.0,1260.0,Zeeland,0
3755,1,44,3390.0,26,0,Online,1,45,G,2983.0,2451.0,Noord-Holland,1
3756,1,82,1767.0,75,0,Phone,0,19,D,1853.0,1035.0,Friesland,0
3757,1,62,3275.0,130,5,Phone,0,75,E,3273.0,2165.0,Zuid-Holland,1
3758,0,48,5321.0,61,0,Online,1,12,E,3349.0,1532.0,Limburg,1
3759,1,90,3830.0,14,35,Phone,0,26,F,2090.0,1602.0,Noord-Holland,0
3760,1,69,6390.0,10,32,Online,1,30,E,2345.0,1465.0,Gelderland,1
3761,1,51,4145.0,116,0,Online,0,31,C,2254.0,1011.0,Noord-Holland,1
3762,0,41,3858.0,107,30,Online,1,16,B,2266.0,848.0,Noord-Brabant,0
3763,1,41,2320.0,38,10,Online,1,70,G,2701.0,1450.0,Noord-Brabant,0
3764,1,50,3013.0,134,0,Online,1,24,D,3634.0,1202.0,Limburg,1
3765,1,38,4006.0,89,4,Online,1,21,G,1916.0,1616.0,Zuid-Holland,1
3766,0,36,3344.0,7,19,Online,1,46,G,3111.0,1185.0,Zuid-Holland,1
3767,1,38,10292.0,91,0,Online,1,16,E,3527.0,1179.0,Utrecht,1
3768,0,32,5919.0,2,0,Online,1,48,C,1933.0,1238.0,Noord-Holland,1
3769,1,59,2060.0,101,0,Online,0,37,D,1850.0,789.0,Gelderland,1
3770,0,29,9577.0,36,0,Online,1,9,B,1932.0,557.0,Utrecht,1
3771,0,69,3137.0,39,3,Online,1,45,F,2514.0,1403.0,Noord-Holland,1
3772,1,33,7740.0,40,0,Phone,0,11,E,3247.0,1864.0,Gelderland,1
3773,1,29,2092.0,39,33,Online,1,26,E,2374.0,1285.0,Zuid-Holland,1
3774,0,49,6908.0,12,2,Online,0,18,C,2801.0,1437.0,Overijssel,0
3775,1,34,4532.0,48,11,Online,1,194,F,2562.0,1615.0,Gelderland,0
3776,1,47,8464.0,89,1,Online,1,21,E,2508.0,192.0,Noord-Brabant,0
3777,0,82,13012.0,67,28,Phone,0,0,A,1879.0,812.0,Noord-Brabant,0
3778,0,49,6530.0,126,0,Online,1,16,D,2913.0,982.0,Utrecht,1
3779,1,42,5473.0,98,0,Phone,0,76,F,3163.0,755.0,Flevoland,0
3780,1,59,4312.0,101,0,Online,1,37,G,2803.0,2663.0,Zuid-Holland,1
3781,0,59,4874.0,92,28,Online,1,44,D,2398.0,1063.0,Groningen,0
3782,1,47,5140.0,54,0,Phone,0,15,G,2010.0,2197.0,Limburg,1
3783,1,64,2556.0,12,4,Online,1,98,C,2124.0,1448.0,Friesland,1
3784,0,37,5259.0,35,31,Online,0,47,D,2326.0,1330.0,Gelderland,0
3785,0,78,2517.0,194,25,Phone,0,9,C,3066.0,1048.0,Noord-Holland,0
3786,1,57,5331.0,92,32,Online,1,19,E,1821.0,644.0,Utrecht,0
3787,1,60,8034.0,92,0,Phone,0,90,E,2394.0,1256.0,Gelderland,0
3788,1,86,2171.0,215,4,Phone,0,35,F,2948.0,1933.0,Noord-Holland,0
3789,0,37,5901.0,48,9,Online,1,19,E,2677.0,1342.0,Groningen,1
3790,1,44,6466.0,60,0,Online,1,36,G,2760.0,707.0,Noord-Holland,1
3791,1,49,3508.0,73,12,Online,1,15,C,2209.0,925.0,Gelderland,0
3792,1,46,2462.0,73,7,Online,1,3,A,1615.0,0.0,Noord-Holland,0
3793,0,48,5629.0,82,10,Online,1,34,F,2118.0,1454.0,Zeeland,0
3794,0,37,3367.0,10,0,Online,1,18,D,2307.0,809.0,Utrecht,1
3795,1,40,1095.0,89,0,Online,1,31,F,1661.0,1888.0,Noord-Holland,1
3796,1,69,1410.0,91,28,Online,1,29,G,2749.0,2021.0,Limburg,0
3797,0,63,2690.0,119,33,Online,1,20,G,2877.0,636.0,Noord-Brabant,0
3798,1,57,5898.0,35,6,Online,1,8,C,2202.0,1130.0,Noord-Holland,1
3799,1,68,3823.0,2,10,Online,1,34,B,2057.0,1053.0,Utrecht,0
3800,0,36,5463.0,27,34,Online,1,82,D,2578.0,1309.0,Flevoland,0
3801,1,35,2581.0,20,10,Online,1,16,C,1105.0,1231.0,Overijssel,0
3802,1,40,6904.0,56,0,Online,1,12,G,2397.0,1757.0,Noord-Holland,1
3803,1,57,3769.0,59,0,Online,1,29,G,3121.0,1729.0,Zuid-Holland,1
3804,1,56,3573.0,100,6,Online,1,16,F,2702.0,1402.0,Zeeland,0
3805,1,65,5171.0,29,22,Online,1,4,C,1925.0,1000.0,Limburg,0
3806,0,52,6384.0,95,1,Online,1,30,F,2101.0,1425.0,Overijssel,0
3807,0,84,5524.0,211,20,Phone,0,179,E,2590.0,1420.0,Noord-Holland,0
3808,1,36,3404.0,75,5,Online,1,11,B,1862.0,839.0,Noord-Holland,0
3809,0,24,3592.0,7,7,Online,1,17,D,2876.0,1685.0,Gelderland,1
3810,0,31,7097.0,3,0,Online,1,87,E,2040.0,1768.0,Noord-Holland,1
3811,0,37,5068.0,59,9,Online,1,24,C,2445.0,865.0,Noord-Brabant,0
3812,1,40,4648.0,2,24,Online,1,16,C,2401.0,861.0,Utrecht,0
3813,1,41,3400.0,95,25,Online,1,105,D,2222.0,1065.0,Zuid-Holland,0
3814,1,73,6865.0,81,4,Online,1,46,F,2489.0,614.0,Gelderland,0
3815,1,94,9413.0,31,0,Phone,0,21,C,1682.0,1568.0,Drenthe,0
3816,1,59,3671.0,137,0,Online,0,76,E,2652.0,1833.0,Zuid-Holland,1
3817,0,51,3625.0,96,0,Phone,0,83,E,2771.0,1147.0,Zuid-Holland,0
3818,0,51,4238.0,129,0,Online,1,11,F,1825.0,524.0,Overijssel,1
3819,0,49,3391.0,64,9,Phone,0,22,C,1645.0,1456.0,Gelderland,0
3820,1,75,2836.0,13,28,Online,1,24,G,1460.0,1785.0,Limburg,0
3821,1,31,2378.0,55,0,Online,0,20,G,2038.0,1740.0,Utrecht,1
3822,1,66,3206.0,12,28,Online,1,31,F,1782.0,691.0,Gelderland,0
3823,1,30,3183.0,14,0,Online,1,13,B,2120.0,1027.0,Overijssel,1
3824,1,54,7716.0,142,0,Online,1,2,A,2203.0,823.0,Noord-Brabant,1
3825,0,80,4487.0,174,20,Phone,1,30,E,2334.0,1489.0,Noord-Brabant,0
3826,1,42,6208.0,23,33,Online,1,17,D,1273.0,1255.0,Gelderland,0
3827,1,49,5096.0,113,12,Online,1,24,E,2310.0,1015.0,Noord-Holland,0
3828,0,42,3086.0,36,0,Online,1,40,C,2160.0,413.0,Gelderland,0
3829,1,55,4247.0,8,11,Phone,0,47,E,3025.0,583.0,Utrecht,0
3830,1,39,3342.0,62,9,Online,0,37,D,2315.0,1321.0,Zuid-Holland,1
3831,1,41,3269.0,22,35,Online,1,6,A,1762.0,675.0,Zuid-Holland,0
3832,1,47,6502.0,89,12,Phone,0,7,B,2498.0,1273.0,Zuid-Holland,0
3833,0,36,2585.0,36,5,Online,1,25,D,1998.0,1724.0,Zuid-Holland,0
3834,1,50,4699.0,120,0,Online,1,46,D,2101.0,1572.0,Zuid-Holland,0
3835,0,61,7865.0,12,0,Online,1,26,C,653.0,1054.0,Noord-Holland,0
3836,1,79,3451.0,20,7,Phone,0,23,G,2804.0,1660.0,Noord-Brabant,0
3837,0,50,6116.0,51,24,Online,0,116,F,1661.0,1574.0,Noord-Brabant,0
3838,0,44,7684.0,42,17,Phone,1,29,B,2313.0,1153.0,Zeeland,0
3839,0,37,9031.0,16,1,Online,1,46,C,2383.0,727.0,Zuid-Holland,0
3840,0,34,11662.0,5,3,Online,1,175,D,1912.0,1128.0,Noord-Holland,1
3841,0,46,8665.0,37,20,Online,1,97,D,2131.0,917.0,Zuid-Holland,1
3842,1,74,8028.0,18,4,Online,1,1,A,2202.0,363.0,Gelderland,0
3843,1,53,1287.0,61,0,Online,1,21,C,2427.0,1033.0,Overijssel,1
3844,0,31,6526.0,51,17,Online,1,28,D,1966.0,602.0,Drenthe,0
3845,0,29,3403.0,25,16,Online,1,27,F,3636.0,2060.0,Limburg,0
3846,1,62,5246.0,145,15,Online,1,13,G,3102.0,825.0,Zuid-Holland,0
3847,1,40,4606.0,70,0,Online,1,34,D,2413.0,896.0,Limburg,0
3848,0,48,8441.0,21,3,Online,1,28,D,2070.0,1144.0,Utrecht,0
3849,1,64,10048.0,123,13,Phone,0,49,D,2333.0,1676.0,Limburg,0
3850,1,48,3735.0,21,0,Online,1,199,B,2353.0,927.0,Zuid-Holland,1
3851,0,50,4084.0,38,20,Online,1,27,C,2063.0,1051.0,Gelderland,0
3852,0,76,4223.0,182,0,Phone,0,32,D,1547.0,1799.0,Zuid-Holland,0
3853,1,63,1464.0,90,26,Online,1,121,E,2553.0,1151.0,Groningen,1
3854,0,39,2429.0,19,0,Online,1,16,C,1182.0,882.0,Noord-Holland,0
3855,1,42,2798.0,92,4,Online,1,5,B,2146.0,1345.0,Noord-Holland,1
3856,0,41,6002.0,48,32,Online,1,95,F,2397.0,1443.0,Zuid-Holland,1
3857,1,72,3559.0,170,0,Online,0,6,A,1645.0,1001.0,Overijssel,1
3858,0,44,5929.0,111,27,Online,1,44,C,1677.0,1391.0,Zuid-Holland,0
3859,1,46,7752.0,123,0,Online,1,19,F,2586.0,1161.0,Noord-Brabant,1
3860,0,20,7733.0,34,2,Online,1,20,C,1826.0,963.0,Zuid-Holland,0
3861,0,49,9228.0,45,25,Online,1,26,C,1509.0,1111.0,Limburg,0
3862,0,40,2484.0,31,9,Online,1,59,G,3080.0,1501.0,Noord-Holland,1
3863,1,54,4835.0,114,13,Online,0,11,C,2278.0,1009.0,Noord-Brabant,0
3864,0,36,8212.0,28,11,Online,1,35,D,2024.0,1028.0,Groningen,0
3865,0,63,3059.0,146,7,Online,0,1,B,2515.0,1258.0,Zuid-Holland,1
3866,1,38,2363.0,18,0,Phone,0,1,B,2229.0,880.0,Zuid-Holland,1
3867,0,57,6475.0,37,9,Online,1,14,C,1999.0,765.0,Noord-Brabant,0
3868,0,54,6895.0,122,32,Online,1,25,F,2204.0,2001.0,Friesland,1
3869,0,54,4851.0,48,10,Phone,1,26,E,2038.0,1040.0,Overijssel,0
3870,1,33,2330.0,37,35,Phone,0,1,A,1658.0,0.0,Gelderland,0
3871,1,49,2874.0,122,0,Online,1,89,D,2861.0,909.0,Noord-Holland,1
3872,1,43,4752.0,111,4,Online,1,45,C,2680.0,1625.0,Gelderland,1
3873,1,45,3132.0,108,24,Online,1,124,C,2476.0,793.0,Zuid-Holland,0
3874,0,67,7232.0,1,4,Online,1,17,E,2018.0,1918.0,Gelderland,1
3875,1,43,2140.0,99,0,Online,0,7,A,1488.0,823.0,Zuid-Holland,1
3876,1,42,3621.0,104,0,Online,1,37,G,2211.0,1819.0,Noord-Holland,1
3877,0,65,2523.0,50,0,Online,1,47,D,2144.0,838.0,Gelderland,1
3878,1,54,3909.0,22,5,Online,1,19,G,3458.0,1598.0,Noord-Holland,1
3879,0,40,16194.0,30,30,Online,1,22,F,2778.0,1263.0,Noord-Brabant,0
3880,0,45,10738.0,95,0,Online,1,66,G,3088.0,2139.0,Gelderland,0
3881,0,31,2285.0,11,12,Online,1,46,E,2377.0,1475.0,Gelderland,1
3882,0,56,10060.0,23,34,Online,1,35,G,2413.0,1128.0,Zuid-Holland,0
3883,0,59,4350.0,3,23,Online,1,12,E,1943.0,660.0,Limburg,0
3884,0,37,4991.0,44,7,Online,1,76,C,2512.0,1490.0,Zuid-Holland,1
3885,0,63,10291.0,50,0,Online,1,29,E,2794.0,1952.0,Overijssel,1
3886,1,52,6626.0,118,26,Online,1,6,B,2405.0,396.0,Overijssel,0
3887,1,27,3939.0,17,22,Online,1,24,C,2431.0,1289.0,Gelderland,0
3888,1,50,3844.0,102,0,Online,1,31,G,2323.0,1708.0,Noord-Brabant,1
3889,1,36,4455.0,53,16,Online,1,27,B,2237.0,1193.0,Gelderland,0
3890,0,59,11259.0,124,0,Online,1,34,E,2481.0,2380.0,Noord-Brabant,0
3891,0,49,5504.0,100,0,Phone,0,27,D,2362.0,1020.0,Noord-Holland,0
3892,1,31,2245.0,6,0,Online,1,18,C,2453.0,1497.0,Noord-Brabant,1
3893,0,43,8159.0,37,0,Online,1,36,G,1707.0,1130.0,Drenthe,1
3894,1,41,6883.0,86,0,Online,1,41,E,2032.0,406.0,Noord-Brabant,1
3895,0,36,3213.0,85,0,Online,1,39,D,1979.0,1485.0,Noord-Brabant,1
3896,1,51,2682.0,40,32,Online,1,3,A,1548.0,0.0,Noord-Brabant,0
3897,0,50,2936.0,1,28,Online,1,19,D,2620.0,1033.0,Gelderland,0
3898,1,46,4946.0,119,34,Online,1,10,B,1235.0,939.0,Gelderland,0
3899,1,43,8089.0,33,0,Online,1,22,F,3396.0,2176.0,Zuid-Holland,1
3900,1,56,5367.0,19,0,Online,1,38,D,2151.0,1112.0,Utrecht,1
3901,0,57,10812.0,14,0,Online,1,37,C,2270.0,987.0,Friesland,1
3902,0,42,10458.0,99,0,Online,1,99,G,4273.0,864.0,Zuid-Holland,1
3903,0,44,7787.0,103,29,Online,1,38,C,2924.0,456.0,Zuid-Holland,0
3904,1,33,3988.0,63,5,Online,1,14,C,3115.0,997.0,Limburg,1
3905,1,66,3654.0,125,0,Online,1,113,D,2080.0,1220.0,Noord-Brabant,1
3906,1,43,7873.0,39,10,Phone,0,195,G,2642.0,1065.0,Zuid-Holland,0
3907,1,41,2426.0,89,24,Online,1,4,A,1718.0,0.0,Zuid-Holland,0
3908,1,59,3032.0,45,0,Online,1,12,C,2449.0,1859.0,Zuid-Holland,1
3909,0,39,2018.0,89,35,Phone,0,28,F,2527.0,1274.0,Zuid-Holland,0
3910,0,42,4789.0,77,7,Online,1,13,G,2533.0,2046.0,Overijssel,1
3911,0,34,1854.0,17,8,Online,1,38,C,1675.0,993.0,Noord-Brabant,0
3912,0,66,9064.0,23,35,Online,1,42,C,1738.0,1576.0,Overijssel,0
3913,1,34,2956.0,11,10,Phone,0,39,C,2078.0,1246.0,Zuid-Holland,0
3914,0,35,5377.0,29,0,Online,1,17,G,3419.0,1190.0,Zuid-Holland,1
3915,0,46,9210.0,73,0,Online,1,42,E,2302.0,2194.0,Zuid-Holland,1
3916,0,54,3168.0,18,7,Online,1,2,B,2638.0,896.0,Zuid-Holland,0
3917,1,52,4171.0,94,1,Phone,0,46,C,2408.0,1184.0,Overijssel,0
3918,1,40,2803.0,84,0,Online,1,22,B,2223.0,1042.0,Gelderland,1
3919,1,51,4506.0,115,10,Online,1,56,E,2470.0,1131.0,Gelderland,0
3920,0,58,3899.0,116,1,Phone,0,15,D,2205.0,919.0,Noord-Brabant,0
3921,1,50,2917.0,106,1,Online,1,64,E,3439.0,1605.0,Flevoland,1
3922,0,51,9642.0,71,3,Online,1,21,D,2036.0,1894.0,Utrecht,0
3923,0,47,3683.0,28,4,Online,1,87,B,1964.0,778.0,Groningen,0
3924,1,55,3722.0,58,0,Online,1,38,G,1858.0,2708.0,Noord-Holland,1
3925,0,48,2298.0,67,0,Online,1,100,C,2498.0,1481.0,Noord-Brabant,1
3926,1,35,3592.0,69,1,Online,0,62,F,2266.0,1276.0,Noord-Brabant,1
3927,1,29,2397.0,19,0,Phone,0,46,B,2103.0,952.0,Noord-Holland,0
3928,1,35,4167.0,39,12,Online,1,179,F,2345.0,1685.0,Zuid-Holland,1
3929,1,41,4341.0,90,11,Phone,0,79,D,1696.0,1697.0,Limburg,0
3930,0,72,3052.0,82,31,Online,1,2,B,1457.0,578.0,Overijssel,0
3931,0,27,4798.0,22,0,Phone,0,165,E,1722.0,1118.0,Drenthe,1
3932,1,32,4140.0,35,7,Online,1,63,E,2091.0,848.0,Noord-Brabant,0
3933,0,66,4756.0,170,0,Online,1,15,E,1350.0,1350.0,Gelderland,1
3934,1,39,2675.0,31,0,Phone,0,67,D,2347.0,1802.0,Noord-Holland,0
3935,1,74,4006.0,181,3,Phone,0,32,D,1884.0,1710.0,Gelderland,0
3936,1,42,3876.0,19,2,Online,1,27,D,2653.0,1480.0,Flevoland,0
3937,0,82,1583.0,81,0,Phone,1,13,D,1713.0,625.0,Overijssel,1
3938,0,50,1079.0,37,0,Online,1,34,B,1891.0,935.0,Zuid-Holland,1
3939,1,59,1733.0,137,0,Phone,0,3,A,1213.0,1107.0,Noord-Holland,0
3940,1,30,6883.0,49,0,Online,1,95,E,2073.0,1836.0,Noord-Brabant,0
3941,0,59,3344.0,59,26,Online,0,4,A,2142.0,933.0,Zuid-Holland,0
3942,1,35,9979.0,73,25,Phone,0,34,G,2685.0,1904.0,Noord-Holland,0
3943,0,39,5880.0,49,22,Online,1,43,E,2905.0,2136.0,Noord-Holland,1
3944,0,32,2559.0,62,0,Online,1,2,C,2180.0,2097.0,Zeeland,1
